class_161,advancement.Advancement
class_6574,util.math.random.RandomSplitter
class_7384,util.math.random.ThreadSafeRandom
class_6677,util.math.random.Xoroshiro128PlusPlusRandom
class_6676,util.math.random.Xoroshiro128PlusPlusRandomImpl
class_7833,util.math.RotationAxis
class_8013,util.math.RotationCalculator
class_7718,util.math.RotationPropertyHelper
class_6492,util.math.Spline
class_241,util.math.Vec2f
class_243,util.math.Vec3d
class_2382,util.math.Vec3i
class_5932,util.math.VerticalSurfaceType
class_5298,util.math.WordPackedArray
class_6683,util.ModStatus
class_1275,util.Nameable
class_4617,util.NameGenerator
class_3521,util.NetworkUtils
class_8144,util.Nullables
class_3545,util.Pair
class_8582,util.path.AllowedSymlinkPathMatcher
class_9055,util.path.CacheFiles
class_8581,util.path.SymlinkEntry
class_8580,util.path.SymlinkFinder
class_8579,util.path.SymlinkValidationException
class_4239,util.PathUtil
class_8800,util.PngMetadata
class_5961,util.profiler.DebugRecorder
class_5964,util.profiler.Deviation
class_3694,util.profiler.DummyProfiler
class_5963,util.profiler.DummyRecorder
class_3688,util.profiler.EmptyProfileResult
class_9187,util.profiler.log.ArrayDebugSampleLog
class_8743,util.profiler.log.DebugSampleLog
class_9192,util.profiler.log.DebugSampleType
class_9194,util.profiler.log.MultiValueDebugSampleLog
class_9193,util.profiler.log.SubscribableDebugSampleLog
class_9191,util.profiler.MultiValueDebugSampleLogImpl
class_4748,util.profiler.ProfileLocationInfo
class_3695,util.profiler.Profiler
class_3696,util.profiler.ProfileResult
class_3692,util.profiler.ProfileResultImpl
class_3533,util.profiler.ProfilerSystem
class_3534,util.profiler.ProfilerTiming
class_3693,util.profiler.ReadableProfiler
class_5971,util.profiler.RecordDumper
class_5962,util.profiler.Recorder
class_5965,util.profiler.Sampler
class_6401,util.profiler.SamplerFactory
class_6400,util.profiler.SamplerSource
class_5949,util.profiler.SampleType
class_6402,util.profiler.ServerSamplerSource
class_9160,util.profiler.ServerTickType
class_4757,util.profiler.TickTimeTracker
class_9232,util.profiling.jfr.event.ChunkRegionEvent
class_6509,util.profiling.jfr.event.PacketEvent
class_6613,util.profiling.jfr.Finishable
class_6611,util.profiling.jfr.FlightProfiler
class_6506,util.profiling.jfr.InstanceType
class_6519,util.profiling.jfr.JfrJsonReport
class_6507,util.profiling.jfr.JfrListener
class_6517,util.profiling.jfr.JfrProfile
class_6505,util.profiling.jfr.JfrProfiler
class_6516,util.profiling.jfr.JfrProfileRecorder
class_6521,util.profiling.jfr.sample.ChunkGenerationSample
class_9234,util.profiling.jfr.sample.ChunkRegionSample
class_6522,util.profiling.jfr.sample.CpuLoadSample
class_6523,util.profiling.jfr.sample.FileIoSample
class_6525,util.profiling.jfr.sample.GcHeapSummarySample
class_6534,util.profiling.jfr.sample.LongRunningSample
class_6535,util.profiling.jfr.sample.LongRunningSampleStatistics
class_6767,util.profiling.jfr.sample.NetworkIoStatistics
class_6769,util.profiling.jfr.sample.PacketSample
class_6532,util.profiling.jfr.sample.ServerTickTimeSample
class_6530,util.profiling.jfr.sample.ThreadAllocationStatisticsSample
class_3536,util.ProgressListener
class_1814,util.Rarity
class_245,util.shape.ArrayVoxelShape
class_244,util.shape.BitSetVoxelSet
class_262,util.shape.CroppedVoxelSet
class_257,util.shape.DisjointPairList
class_246,util.shape.FractionalDoubleList
class_248,util.shape.FractionalPairList
class_250,util.shape.IdentityPairList
class_261,util.shape.OffsetDoubleList
class_255,util.shape.PairList
class_254,util.shape.SimplePairList
class_249,util.shape.SimpleVoxelShape
class_263,util.shape.SlicedVoxelShape
class_251,util.shape.VoxelSet
class_265,util.shape.VoxelShape
class_259,util.shape.VoxelShapes
class_3544,util.StringHelper
class_3542,util.StringIdentifiable
class_6396,util.SystemDetails
class_7437,util.TextifiedException
class_5831,util.thread.AtomicStack
class_5950,util.thread.ExecutorSampling
class_7620,util.thread.FutureQueue
class_6014,util.thread.GroupAssigningThreadFactory
class_5798,util.thread.LockHelper
class_3906,util.thread.MessageListener
class_4093,util.thread.ReentrantThreadExecutor
class_5952,util.thread.SampleableExecutor
class_3846,util.thread.TaskExecutor
class_3847,util.thread.TaskQueue
class_1255,util.thread.ThreadExecutor
class_5127,util.ThrowableDeliverer
class_4758,util.TickDurationMonitor
class_4802,util.TimeHelper
class_7576,util.TimeSupplier
class_6496,util.TopologicalSorts
class_7291,util.TranslatableOption
class_1271,util.TypedActionResult
class_5575,util.TypeFilter
class_3902,util.Unit
class_8216,util.Urls
class_1839,util.UseAction
class_3312,util.UserCache
class_156,util.Util
class_4844,util.Uuids
class_6498,util.WinNativeModuleUtil
class_5218,util.WorldSavePath
class_6397,util.ZipCompressor
class_1915,village.Merchant
class_1725,village.MerchantInventory
class_3765,village.raid.Raid
class_3767,village.raid.RaidManager
class_1645,village.SimpleMerchant
class_9306,village.TradedItem
class_1914,village.TradeOffer
class_1916,village.TradeOfferList
class_3853,village.TradeOffers
class_4139,village.VillageGossipType
class_3850,village.VillagerData
class_3851,village.VillagerDataContainer
class_4136,village.VillagerGossips
class_3852,village.VillagerProfession
class_3854,village.VillagerType
class_1419,village.ZombieSiegeManager
class_1959,world.biome.Biome
class_4763,world.biome.BiomeEffects
class_1972,world.biome.BiomeKeys
class_4761,world.biome.BiomeParticleConfig
class_5504,world.biome.BuiltinBiomes
class_6539,world.biome.ColorResolver
class_5485,world.biome.GenerationSettings
class_5478,world.biome.OverworldBiomeCreator
class_4543,world.biome.source.BiomeAccess
class_5742,world.biome.source.BiomeCoords
class_1966,world.biome.source.BiomeSource
class_7509,world.biome.source.BiomeSources
class_6780,world.biome.source.BiomeSupplier
class_1973,world.biome.source.CheckerboardBiomeSource
class_1992,world.biome.source.FixedBiomeSource
class_4766,world.biome.source.MultiNoiseBiomeSource
class_8197,world.biome.source.MultiNoiseBiomeSourceParameterList
class_8198,world.biome.source.MultiNoiseBiomeSourceParameterLists
class_4540,world.biome.source.SeedMixer
class_2169,world.biome.source.TheEndBiomeSource
class_6544,world.biome.source.util.MultiNoiseUtil
class_6554,world.biome.source.util.VanillaBiomeParameters
class_6765,world.biome.source.util.VanillaTerrainParametersCreator
class_5483,world.biome.SpawnSettings
class_6726,world.biome.TheEndBiomeCreator
class_6727,world.biome.TheNetherBiomeCreator
class_7159,world.block.ChainRestrictedNeighborUpdater
class_7165,world.block.NeighborUpdater
class_7164,world.block.SimpleNeighborUpdater
class_5329,world.BlockCollisionSpliterator
class_5459,world.BlockLocating
class_1920,world.BlockRenderView
class_5702,world.BlockStateRaycastContext
class_1922,world.BlockView
class_2784,world.border.WorldBorder
class_2780,world.border.WorldBorderListener
class_2789,world.border.WorldBorderStage
class_2834,world.chunk.ArrayPalette
class_6746,world.chunk.BelowZeroRetrogen
class_2814,world.chunk.BiMapPalette
class_5562,world.chunk.BlockEntityTickInvoker
class_2791,world.chunk.Chunk
class_1950,world.chunk.ChunkCache
class_9310,world.chunk.ChunkGenerating
class_9312,world.chunk.ChunkGenerationContext
class_2802,world.chunk.ChunkManager
class_2804,world.chunk.ChunkNibbleArray
class_2823,world.chunk.ChunkProvider
class_2826,world.chunk.ChunkSection
class_2806,world.chunk.ChunkStatus
class_5567,world.chunk.ChunkStatusChangeListener
class_3556,world.chunk.ChunkToNibbleArrayMap
class_2808,world.chunk.ChunkType
class_2812,world.chunk.EmptyChunk
class_6558,world.chunk.EntryMissingException
class_9311,world.chunk.FullChunkConverter
class_2816,world.chunk.IdListPalette
class_3547,world.chunk.light.BlockLightStorage
class_3552,world.chunk.light.ChunkBlockLightProvider
class_3562,world.chunk.light.ChunkLightingView
class_3558,world.chunk.light.ChunkLightProvider
class_8528,world.chunk.light.ChunkSkyLight
class_3572,world.chunk.light.ChunkSkyLightProvider
class_3554,world.chunk.light.LevelPropagator
class_3568,world.chunk.light.LightingProvider
class_3565,world.chunk.light.LightingView
class_8527,world.chunk.light.LightSourceView
class_3560,world.chunk.light.LightStorage
class_8257,world.chunk.light.PendingUpdateQueue
class_3569,world.chunk.light.SkyLightStorage
class_2837,world.chunk.Palette
class_2841,world.chunk.PalettedContainer
class_2835,world.chunk.PaletteResizeListener
class_2839,world.chunk.ProtoChunk
class_7522,world.chunk.ReadableContainer
class_6564,world.chunk.SingularPalette
class_2843,world.chunk.UpgradeData
class_2818,world.chunk.WorldChunk
class_2821,world.chunk.WrapperProtoChunk
class_3196,world.ChunkPosDistanceLevelPropagator
class_3233,world.ChunkRegion
class_5867,world.ChunkSectionCache
class_2852,world.ChunkSerializer
class_3440,world.ChunkUpdateState
class_1941,world.CollisionView
class_1918,world.CommandBlockExecutor
class_1267,world.Difficulty
class_5363,world.dimension.DimensionOptions
class_7723,world.dimension.DimensionOptionsRegistryHolder
class_2874,world.dimension.DimensionType
class_7231,world.dimension.DimensionTypeRegistrar
class_7134,world.dimension.DimensionTypes
class_2424,world.dimension.NetherPortal
class_6101,world.dimension.YLevels
class_2682,world.EmptyBlockView
class_5569,world.entity.EntityChangeListener
class_5576,world.entity.EntityHandler
class_5570,world.entity.EntityIndex
class_5568,world.entity.EntityLike
class_5577,world.entity.EntityLookup
class_5572,world.entity.EntityTrackingSection
class_5584,world.entity.EntityTrackingStatus
class_5573,world.entity.SectionedEntityCache
class_5578,world.entity.SimpleEntityLookup
class_5574,world.EntityList
class_1924,world.EntityView
class_5707,world.event.BlockPositionSource
class_5709,world.event.EntityPositionSource
class_5712,world.event.GameEvent
class_5715,world.event.listener.EntityGameEventHandler
class_5713,world.event.listener.GameEventDispatcher
class_7719,world.event.listener.GameEventDispatchManager
class_5714,world.event.listener.GameEventListener
class_5711,world.event.listener.SimpleGameEventDispatcher
class_7269,world.event.listener.Vibration
class_7722,world.event.listener.VibrationSelector
class_5716,world.event.PositionSource
class_5717,world.event.PositionSourceType
class_8514,world.event.Vibrations
class_5361,world.explosion.EntityExplosionBehavior
class_1927,world.explosion.Explosion
class_5362,world.explosion.ExplosionBehavior
class_3360,world.FeatureUpdater
class_1932,world.ForcedChunkState
class_1934,world.GameMode
class_1928,world.GameRules
class_6644,world.gen.blockpredicate.AllOfBlockPredicate
class_6680,world.gen.blockpredicate.AlwaysTrueBlockPredicate
class_6645,world.gen.blockpredicate.AnyOfBlockPredicate
class_6646,world.gen.blockpredicate.BlockPredicate
class_6647,world.gen.blockpredicate.BlockPredicateType
class_6648,world.gen.blockpredicate.CombinedBlockPredicate
class_6847,world.gen.blockpredicate.HasSturdyFacePredicate
class_6783,world.gen.blockpredicate.InsideWorldBoundsBlockPredicate
class_6649,world.gen.blockpredicate.MatchingBlocksBlockPredicate
class_6848,world.gen.blockpredicate.MatchingBlockTagPredicate
class_6650,world.gen.blockpredicate.MatchingFluidsBlockPredicate
class_6651,world.gen.blockpredicate.NotBlockPredicate
class_6679,world.gen.blockpredicate.OffsetPredicate
class_6652,world.gen.blockpredicate.ReplaceableBlockPredicate
class_6784,world.gen.blockpredicate.SolidBlockPredicate
class_6681,world.gen.blockpredicate.WouldSurviveBlockPredicate
class_6583,world.gen.BlockSource
class_2939,world.gen.carver.Carver
class_5871,world.gen.carver.CarverConfig
class_5873,world.gen.carver.CarverContext
class_5872,world.gen.carver.CarverDebugConfig
class_6643,world.gen.carver.CarvingMask
class_2925,world.gen.carver.CaveCarver
class_6108,world.gen.carver.CaveCarverConfig
class_2922,world.gen.carver.ConfiguredCarver
class_5463,world.gen.carver.ConfiguredCarvers
class_2934,world.gen.carver.NetherCaveCarver
class_5870,world.gen.carver.RavineCarver
class_5869,world.gen.carver.RavineCarverConfig
class_6582,world.gen.ChainedBlockSource
class_6350,world.gen.chunk.AquiferSampler
class_6748,world.gen.chunk.Blender
class_6749,world.gen.chunk.BlendingData
class_6557,world.gen.chunk.BlockColumn
class_2794,world.gen.chunk.ChunkGenerator
class_7511,world.gen.chunk.ChunkGenerators
class_5284,world.gen.chunk.ChunkGeneratorSettings
class_6568,world.gen.chunk.ChunkNoiseSampler
class_2891,world.gen.chunk.DebugChunkGenerator
class_2897,world.gen.chunk.FlatChunkGenerator
class_3232,world.gen.chunk.FlatChunkGeneratorConfig
class_3229,world.gen.chunk.FlatChunkGeneratorLayer
class_5309,world.gen.chunk.GenerationShapeConfig
class_3754,world.gen.chunk.NoiseChunkGenerator
class_6871,world.gen.chunk.placement.ConcentricRingsStructurePlacement
class_6872,world.gen.chunk.placement.RandomSpreadStructurePlacement
class_6873,world.gen.chunk.placement.SpreadType
class_6874,world.gen.chunk.placement.StructurePlacement
class_7869,world.gen.chunk.placement.StructurePlacementCalculator
class_6875,world.gen.chunk.placement.StructurePlacementType
class_4966,world.gen.chunk.VerticalBlockSample
class_2984,world.gen.CountConfig
class_6910,world.gen.densityfunction.DensityFunction
class_6954,world.gen.densityfunction.DensityFunctions
class_6916,world.gen.densityfunction.DensityFunctionTypes
class_2942,world.gen.feature.BambooFeature
class_5153,world.gen.feature.BasaltColumnsFeature
class_5156,world.gen.feature.BasaltColumnsFeatureConfig
class_4779,world.gen.feature.BasaltPillarFeature
class_6654,world.gen.feature.BlockColumnFeature
class_6655,world.gen.feature.BlockColumnFeatureConfig
class_3805,world.gen.feature.BlockPileFeature
class_4634,world.gen.feature.BlockPileFeatureConfig
class_2954,world.gen.feature.BlueIceFeature
class_2953,world.gen.feature.BonusChestFeature
class_2964,world.gen.feature.ChorusPlantFeature
class_2975,world.gen.feature.ConfiguredFeature
class_6803,world.gen.feature.ConfiguredFeatures
class_2972,world.gen.feature.CoralClawFeature
class_2978,world.gen.feature.CoralFeature
class_2977,world.gen.feature.CoralMushroomFeature
class_2979,world.gen.feature.CoralTreeFeature
class_3864,world.gen.feature.DefaultBiomeFeatures
class_3111,world.gen.feature.DefaultFeatureConfig
class_5154,world.gen.feature.DeltaFeature
class_5158,world.gen.feature.DeltaFeatureConfig
class_3005,world.gen.feature.DesertWellFeature
class_3011,world.gen.feature.DiskFeature
class_6577,world.gen.feature.DiskFeatureConfig
class_5725,world.gen.feature.DripstoneClusterFeature
class_5731,world.gen.feature.DripstoneClusterFeatureConfig
class_3103,world.gen.feature.DungeonFeature
class_3152,world.gen.feature.EmeraldOreFeature
class_3154,world.gen.feature.EmeraldOreFeatureConfig
class_6802,world.gen.feature.EndConfiguredFeatures
class_3029,world.gen.feature.EndGatewayFeature
class_3018,world.gen.feature.EndGatewayFeatureConfig
class_3026,world.gen.feature.EndIslandFeature
class_6813,world.gen.feature.EndPlacedFeatures
class_3033,world.gen.feature.EndPortalFeature
class_3310,world.gen.feature.EndSpikeFeature
class_3666,world.gen.feature.EndSpikeFeatureConfig
class_3031,world.gen.feature.Feature
class_3037,world.gen.feature.FeatureConfig
class_5444,world.gen.feature.FeaturePlacementContext
class_4278,world.gen.feature.FillLayerFeature
class_4279,world.gen.feature.FillLayerFeatureConfig
class_2950,world.gen.feature.ForestRockFeature
class_3044,world.gen.feature.FossilFeature
class_5919,world.gen.feature.FossilFeatureConfig
class_3183,world.gen.feature.FreezeTopLayerFeature
class_5586,world.gen.feature.GeodeCrackConfig
class_5588,world.gen.feature.GeodeFeature
class_5589,world.gen.feature.GeodeFeatureConfig
class_5585,world.gen.feature.GeodeLayerConfig
class_5587,world.gen.feature.GeodeLayerThicknessConfig
class_3047,world.gen.feature.GlowstoneBlobFeature
class_3059,world.gen.feature.HugeBrownMushroomFeature
